0<=x<30; y0=63+0.6x; interpolation
31710<=x<31740; y1057=-20016+0.633333x; interpolation
31740<=x<31770; y1058=2202+-0.0666667x; interpolation
31770<=x<31800; y1059=17028+-0.533333x; interpolation
31800<=x<31830; y1060=-992+0.0333333x; interpolation
31830<=x<31860; y1061=-17968+0.566667x; interpolation
31860<=x<31890; y1062=18140+-0.566667x; interpolation
31890<=x<31920; y1063=-16939+0.533333x; interpolation
31920<=x<31950; y1064=2213+-0.0666667x; interpolation
31950<=x<31980; y1065=1148+-0.0333333x; interpolation
31980<=x<32010; y1066=3280+-0.1x; interpolation
32010<=x<32040; y1067=10749+-0.333333x; interpolation
32040<=x<32070; y1068=2205+-0.0666667x; interpolation
32070<=x<32100; y1069=-2071+0.0666667x; interpolation
32100<=x<32130; y1070=3279+-0.1x; interpolation
32130<=x<32160; y1071=-6360+0.2x; interpolation
32160<=x<32190; y1072=-11720+0.366667x; interpolation
32190<=x<32220; y1073=4375+-0.133333x; interpolation
32220<=x<32250; y1074=10819+-0.333333x; interpolation
32250<=x<32280; y1075=-5306+0.166667x; interpolation
32280<=x<32310; y1076=7606+-0.233333x; interpolation
32310<=x<32340; y1077=15145+-0.466667x; interpolation
32340<=x<32370; y1078=18379+-0.566667x; interpolation
32370<=x<32400; y1079=-43124+1.33333x; interpolation
32400<=x<32430; y1080=-8564+0.266667x; interpolation
32430<=x<32460; y1081=7651+-0.233333x; interpolation
32460<=x<32490; y1082=-6415+0.2x; interpolation
32490<=x<32520; y1083=10913+-0.333333x; interpolation
32520<=x<32550; y1084=-10767+0.333333x; interpolation
32550<=x<32580; y1085=18528+-0.566667x; interpolation
32580<=x<32610; y1086=-21654+0.666667x; interpolation
32610<=x<32640; y1087=21826+-0.666667x; interpolation
32640<=x<32670; y1088=-2110+0.0666667x; interpolation
32670<=x<32700; y1089=-17356+0.533333x; interpolation
32700<=x<32730; y1090=84+0x; interpolation
32730<=x<32760; y1091=2266+-0.0666667x; interpolation
32760<=x<32790; y1092=82+0x; interpolation
32790<=x<32820; y1093=17570+-0.533333x; interpolation
32820<=x<32850; y1094=3348+-0.1x; interpolation
32850<=x<32880; y1095=-20742+0.633333x; interpolation
32880<=x<32910; y1096=-1014+0.0333333x; interpolation
32910<=x<32940; y1097=-1014+0.0333333x; interpolation
32940<=x<32970; y1098=84+0x; interpolation
32970<=x<33000; y1099=19866+-0.6x; interpolation
33000<=x<33030; y1100=-1034+0.0333333x; interpolation
33030<=x<33060; y1101=-17549+0.533333x; interpolation
33060<=x<33090; y1102=1185+-0.0333333x; interpolation
33090<=x<33120; y1103=17730+-0.533333x; interpolation
33120<=x<33150; y1104=-1038+0.0333333x; interpolation
33150<=x<33180; y1105=-18718+0.566667x; interpolation
33180<=x<33210; y1106=1190+-0.0333333x; interpolation
33210<=x<33240; y1107=-3238+0.1x; interpolation
33240<=x<33270; y1108=3410+-0.1x; interpolation
33270<=x<33300; y1109=-1026+0.0333333x; interpolation
33300<=x<33330; y1110=18954+-0.566667x; interpolation
33330<=x<33360; y1111=-16598+0.5x; interpolation
33360<=x<33390; y1112=11202+-0.333333x; interpolation
33390<=x<33420; y1113=-11058+0.333333x; interpolation
33420<=x<33450; y1114=16792+-0.5x; interpolation
33450<=x<33480; y1115=-18888+0.566667x; interpolation
33480<=x<33510; y1116=2316+-0.0666667x; interpolation
33510<=x<33540; y1117=15720+-0.466667x; interpolation
33540<=x<33570; y1118=-12230+0.366667x; interpolation
33570<=x<33600; y1119=19102+-0.566667x; interpolation
33600<=x<33630; y1120=-23458+0.7x; interpolation
33630<=x<33660; y1121=83+0x; interpolation
33660<=x<33690; y1122=15791+-0.466667x; interpolation
33690<=x<33720; y1123=-14530+0.433333x; interpolation
33720<=x<33750; y1124=2330+-0.0666667x; interpolation
33750<=x<33780; y1125=-3295+0.1x; interpolation
33780<=x<33810; y1126=3461+-0.1x; interpolation
33810<=x<33840; y1127=15858+-0.466667x; interpolation
33840<=x<33870; y1128=-3318+0.1x; interpolation
33870<=x<33900; y1129=-15737+0.466667x; interpolation
33900<=x<33930; y1130=4603+-0.133333x; interpolation
33930<=x<33960; y1131=14782+-0.433333x; interpolation
33960<=x<33990; y1132=-5594+0.166667x; interpolation
33990<=x<34020; y1133=-13525+0.4x; interpolation
34020<=x<34050; y1134=13691+-0.4x; interpolation
34050<=x<34080; y1135=-13549+0.4x; interpolation
34080<=x<34110; y1136=2355+-0.0666667x; interpolation
34110<=x<34140; y1137=-2193+0.0666667x; interpolation
34140<=x<34170; y1138=5773+-0.166667x; interpolation
34170<=x<34200; y1139=-5617+0.166667x; interpolation
34200<=x<34230; y1140=3503+-0.1x; interpolation
34230<=x<34260; y1141=-3343+0.1x; interpolation
34260<=x<34290; y1142=16071+-0.466667x; interpolation
34290<=x<34320; y1143=-15933+0.466667x; interpolation
34320<=x<34350; y1144=18387+-0.533333x; interpolation
34350<=x<34380; y1145=-14818+0.433333x; interpolation
34380<=x<34410; y1146=16124+-0.466667x; interpolation
34410<=x<34440; y1147=-20580+0.6x; interpolation
34440<=x<34470; y1148=19600+-0.566667x; interpolation
34470<=x<34500; y1149=-14870+0.433333x; interpolation
34500<=x<34530; y1150=13880+-0.4x; interpolation
34530<=x<34560; y1151=-17197+0.5x; interpolation
34560<=x<34590; y1152=1235+-0.0333333x; interpolation
34590<=x<34620; y1153=-2224+0.0666667x; interpolation
34620<=x<34650; y1154=84+0x; interpolation
34650<=x<34680; y1155=20874+-0.6x; interpolation
34680<=x<34710; y1156=-19586+0.566667x; interpolation
34710<=x<34740; y1157=19752+-0.566667x; interpolation
34740<=x<34770; y1158=-20778+0.6x; interpolation
34770<=x<34800; y1159=1243+-0.0333333x; interpolation
34800<=x<34830; y1160=22123+-0.633333x; interpolation
34830<=x<34860; y1161=-19673+0.566667x; interpolation
34860<=x<34890; y1162=11701+-0.333333x; interpolation
34890<=x<34920; y1163=5886+-0.166667x; interpolation
34920<=x<34950; y1164=-17394+0.5x; interpolation
34950<=x<34980; y1165=51341+-1.46667x; interpolation
34980<=x<35010; y1166=11697+-0.333333x; interpolation
35010<=x<35040; y1167=1194+-0.0333333x; interpolation
35040<=x<35070; y1168=26+0x; interpolation
35070<=x<35100; y1169=2364+-0.0666667x; interpolation
35100<=x<35130; y1170=-17526+0.5x; interpolation
35130<=x<35160; y1171=-5816+0.166667x; interpolation
35160<=x<35190; y1172=3560+-0.1x; interpolation
35190<=x<35220; y1173=7079+-0.2x; interpolation
35220<=x<35250; y1174=12949+-0.366667x; interpolation
35250<=x<35280; y1175=24+0x; interpolation
35280<=x<35310; y1176=2376+-0.0666667x; interpolation
35310<=x<35340; y1177=22+0x; interpolation
35340<=x<35370; y1178=1200+-0.0333333x; interpolation
35370<=x<35400; y1179=21+0x; interpolation
35400<=x<35430; y1180=-7059+0.2x; interpolation
35430<=x<35460; y1181=5932+-0.166667x; interpolation
35460<=x<35490; y1182=-62624+1.76667x; interpolation
35490<=x<35520; y1183=-5840+0.166667x; interpolation
35520<=x<35550; y1184=20208+-0.566667x; interpolation
35550<=x<35580; y1185=-16527+0.466667x; interpolation
35580<=x<35610; y1186=-3481+0.1x; interpolation
0<=x<35610; y=76.1782+-0.000103003x; least-squares
